Incident Number,Priority,Resolving_Group,assignment_group_id,Resolving_group_id,open_date,Resolution Code,Configuration Item,Application Name,Application_Service_Owner,description,App Inst Comments,Open_month_year
IN31137496,Priority-4,HTS-GHD-Password-Reset,C4D4FCD0BDFF11E1A85D10000000C959,C4D4FCD0BDFF11E1A85D10000000C959,1478036676,Security.Account Reset,HUBHKE,HUB Sales Solutions,Sumit KALE,,FDA Ownership updated after central team analysis of primary functions,Nov-2016
IN31137556,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1478037249,Amended JCL,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M S R 5 1 ENDED with error CODE U3E7,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31137557,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1478037253,Amended JCL,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M S R 5 6 ENDED with error CODE U3E7,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31137558,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1478037258,Amended JCL,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M S R 5 2 ENDED with error CODE U3E7,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31137559,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1478037261,Amended JCL,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M S R 0 7 ENDED with error CODE U3E7,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31137562,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1478037265,Amended JCL,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M S R 4 4 ENDED with error CODE U3E7,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31137563,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1478037269,Amended JCL,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M S R 5 8 ENDED with error CODE U3E7,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31137564,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1478037272,Amended JCL,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M S R 5 3 ENDED with error CODE U3E7,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31137565,Priority-3,HTSE-BATCH-IBM,3B4C2711BC8111E293A910000000C957,3B4C2711BC8111E293A910000000C957,1478037275,Processing.Request Actioned,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M S R 0 2 ENDED with error CODE U3E7,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31137569,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1478037285,Amended JCL,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M S R 0 3 ENDED with error CODE U3E7,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31137570,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1478037288,Amended JCL,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M S R 2 4 ENDED with error CODE U3E7,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31137571,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1478037292,Amended JCL,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M S R 1 6 ENDED with error CODE U3E7,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31137572,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1478037296,Amended JCL,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M S R 1 0 ENDED with error CODE U3E7,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31137573,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1478037299,Amended JCL,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M S R 1 4 ENDED with error CODE U3E7,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31137574,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1478037303,Amended JCL,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M S R 0 9 ENDED with error CODE U3E7,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31137575,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1478037306,Amended JCL,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M S R 5 0 ENDED with error CODE U3E7,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31137576,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1478037310,Amended JCL,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M S R 3 9 ENDED with error CODE U3E7,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31137577,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1478037313,Amended JCL,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M S R 2 2 ENDED with error CODE U3E7,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31137578,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1478037316,Amended JCL,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M S R 6 0 ENDED with error CODE U3E7,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31137579,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1478037319,Amended JCL,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M S R 1 1 ENDED with error CODE U3E7,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31137582,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1478037323,Amended JCL,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M S R 2 1 ENDED with error CODE U3E7,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31137583,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1478037326,Amended JCL,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M S R 1 5 ENDED with error CODE U3E7,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31137584,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1478037330,Amended JCL,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M S R 4 9 ENDED with error CODE U3E7,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31137585,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1478037335,Amended JCL,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M S R 1 3 ENDED with error CODE U3E7,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31137586,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1478037338,Amended JCL,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M S R 4 3 ENDED with error CODE U3E7,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31137587,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1478037342,Amended JCL,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M S R 4 0 ENDED with error CODE U3E7,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31137588,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1478037345,Amended JCL,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M S R 3 2 ENDED with error CODE U3E7,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31137589,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1478037349,Amended JCL,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M S R 3 7 ENDED with error CODE U3E7,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31137590,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1478037352,Amended JCL,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M S R 1 7 ENDED with error CODE U3E7,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31137591,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1478037356,Amended JCL,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M S R 0 8 ENDED with error CODE U3E7,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31137592,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1478037359,Amended JCL,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M S R 4 2 ENDED with error CODE U3E7,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31137593,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1478037365,Amended JCL,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M S R 3 8 ENDED with error CODE U3E7,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31137594,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1478037368,Amended JCL,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M S R 3 1 ENDED with error CODE U3E7,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31137595,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1478037372,Amended JCL,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M S R 3 0 ENDED with error CODE U3E7,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31137598,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1478037375,Amended JCL,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M S R 2 9 ENDED with error CODE U3E7,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31137599,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1478037379,Amended JCL,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M S R 1 2 ENDED with error CODE U3E7,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31137602,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1478037382,Amended JCL,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M S R 3 3 ENDED with error CODE U3E7,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Nov-2016
IN31137603,Priority-3,HOST-CORE-BANKING-SUPPORT,A03CCF3A8A0611E5ADA110000000C957,A03CCF3A8A0611E5ADA110000000C957,1478037386,Amended JCL,SAMS,Sales and Marketing System,Rob KELLAWAY,GCC : EQQE036I JOB L S A M S R 4 1 ENDED with error CODE U3E7,"43200955, 27-Nov-2015 at 13:43: Vendor packages reviewed - associated business software package software (BSP) createdFDA Ownership updated after central team analysis of primary functions",Nov-2016
